"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
">ASV190"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Penicillium"	NA
">ASV191"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Ascobolaceae"	NA	NA
">ASV192"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__proliferatum"
">ASV193"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
">ASV194"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	NA	NA	NA	NA
">ASV195"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Trichocomaceae"	"g__Talaromyces"	"s__purpureogenus"
">ASV196"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	NA
">ASV197"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
">ASV198"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Gibberella"	"s__baccata"
">ASV199"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Cantharellales"	"f__Cantharellales_fam_Incertae_sedis"	"g__Minimedusa"	"s__polyspora"
">ASV200"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	NA
">ASV201"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
">ASV202"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Cordycipitaceae"	"g__Beauveria"	"s__bassiana"
">ASV203"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Myrmecridiales"	"f__Myrmecridiaceae"	"g__Myrmecridium"	"s__schulzeri"
">ASV204"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Ascobolaceae"	NA	NA
">ASV205"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Trichoderma"	NA
">ASV206"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	NA	NA	NA	NA
">ASV207"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	NA	NA
">ASV208"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Gibberella"	"s__baccata"
">ASV209"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
">ASV210"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	NA	NA	NA	NA
">ASV211"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	"g__Articulospora"	NA
">ASV212"	"k__Fungi"	"p__Chytridiomycota"	"c__Rhizophlyctidomycetes"	"o__Rhizophlyctidales"	"f__Rhizophlyctidaceae"	"g__Rhizophlyctis"	"s__rosea"
">ASV213"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Psathyrellaceae"	"g__Coprinopsis"	"s__semitalis"
">ASV214"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	NA	NA	NA
">ASV215"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Gibberella"	"s__baccata"
">ASV216"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Trichoderma"	"s__turrialbense"
">ASV217"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Psathyrellaceae"	"g__Coprinellus"	"s__verrucispermus"
">ASV218"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Trichoderma"	NA
">ASV219"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV220"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Cantharellales"	"f__Ceratobasidiaceae"	"g__Waitea"	"s__circinata"
">ASV221"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV222"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	"g__Hymenoscyphus"	"s__menthae"
">ASV223"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Psathyrellaceae"	"g__Psathyrella"	NA
">ASV224"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
">ASV225"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Schizothecium"	NA
">ASV226"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__solani"
">ASV227"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
">ASV228"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Entolomataceae"	"g__Entoloma"	NA
">ASV229"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Gibberella"	"s__baccata"
">ASV230"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreales_fam_Incertae_sedis"	"g__Sarocladium"	"s__zeae"
">ASV231"	"k__Fungi"	"p__Chytridiomycota"	NA	NA	NA	NA	NA
">ASV232"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Cantharellales"	"f__Ceratobasidiaceae"	"g__Thanatephorus"	NA
">ASV233"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	NA	NA	NA	NA
">ASV234"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Marasmiaceae"	"g__Marasmius"	"s__curreyi"
">ASV235"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
">ASV236"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	NA	NA	NA
">ASV237"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	"g__Tetracladium"	"s__marchalianum"
">ASV238"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__acutatum"
">ASV239"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	NA	NA	NA	NA
">ASV240"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	NA	NA	NA
">ASV241"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	NA
">ASV242"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV243"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__alpina"
">ASV244"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__solani"
">ASV245"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__solani"
">ASV246"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Hyponectriaceae"	"g__Monographella"	"s__nivalis"
">ASV247"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	NA	NA	NA	NA
">ASV248"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	NA	NA	NA	NA
">ASV249"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	"g__Hymenoscyphus"	"s__menthae"
">ASV250"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Capnodiales"	"f__Mycosphaerellaceae"	"g__Septoria"	"s__cretae"
">ASV251"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Capnodiales"	"f__Mycosphaerellaceae"	"g__Septoria"	"s__cretae"
">ASV252"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Psathyrellaceae"	"g__Coprinopsis"	NA
">ASV253"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
">ASV254"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Gibberella"	"s__baccata"
">ASV255"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	NA
">ASV256"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
">ASV257"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Strophariaceae"	NA	NA
">ASV258"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Schizothecium"	NA
">ASV259"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV260"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusicolla"	"s__aquaeductuum"
">ASV261"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusicolla"	NA
">ASV262"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	NA	NA	NA
">ASV263"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiales_fam_Incertae_sedis"	"g__Collembolispora"	NA
">ASV264"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
">ASV265"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Cercophora"	"s__samala"
">ASV266"	"k__Fungi"	"p__Chytridiomycota"	"c__Spizellomycetes"	"o__Spizellomycetales"	"f__Spizellomycetaceae"	"g__Spizellomyces"	NA
">ASV267"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Trichoderma"	NA
">ASV268"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Schizothecium"	"s__glutinans"
">ASV269"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	NA	NA	NA	NA
">ASV270"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Cantharellales"	"f__Ceratobasidiaceae"	"g__Thanatephorus"	"s__cucumeris"
">ASV271"	"k__Fungi"	"p__Chytridiomycota"	"c__Spizellomycetes"	"o__Spizellomycetales"	NA	NA	NA
">ASV272"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Ascobolaceae"	"g__Ascobolus"	NA
">ASV273"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
">ASV274"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	NA	NA	NA	NA
">ASV275"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Hyponectriaceae"	"g__Monographella"	"s__nivalis"
">ASV276"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__solani"
">ASV277"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Trichoderma"	NA
">ASV278"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
">ASV279"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Psathyrellaceae"	NA	NA
">ASV280"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Phaeosphaeriaceae"	"g__Neosetophoma"	NA
">ASV281"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreales_fam_Incertae_sedis"	"g__Fusariella"	NA
">ASV282"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Schizothecium"	"s__glutinans"
">ASV283"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Apodus"	"s__deciduus"
">ASV284"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	NA	NA	NA
">ASV285"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV286"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Cantharellales"	"f__Ceratobasidiaceae"	NA	NA
">ASV287"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	NA	NA
">ASV288"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	NA	NA
">ASV289"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	NA	NA	NA	NA
">ASV290"	"k__Fungi"	"p__Rozellomycota"	NA	NA	NA	NA	NA
">ASV291"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	"g__Articulospora"	"s__proliferata"
">ASV292"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	NA	NA	NA
">ASV293"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
">ASV294"	"k__Fungi"	"p__Rozellomycota"	NA	NA	NA	NA	NA
">ASV295"	"k__Fungi"	"p__Mortierellomycota"	NA	NA	NA	NA	NA
">ASV296"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Hyponectriaceae"	"g__Monographella"	"s__nivalis"
">ASV297"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Marasmiaceae"	"g__Marasmius"	"s__curreyi"
">ASV298"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Didymosphaeriaceae"	"g__Pseudopithomyces"	NA
">ASV299"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	NA
">ASV300"	"k__Fungi"	"p__Basidiomycota"	"c__Ustilaginomycetes"	"o__Ustilaginales"	"f__Ustilaginaceae"	"g__Ustilago"	"s__maydis"
">ASV301"	"k__Fungi"	"p__Chytridiomycota"	NA	NA	NA	NA	NA
">ASV302"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV303"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
">ASV304"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__solani"
">ASV305"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Strophariaceae"	"g__Psilocybe"	NA
">ASV306"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Ascobolaceae"	NA	NA
">ASV307"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
">ASV308"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Ascobolaceae"	NA	NA
">ASV309"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Phaeosphaeriaceae"	"g__Ophiosphaerella"	NA
">ASV310"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Phaeosphaeriaceae"	"g__Setophoma"	"s__terrestris"
">ASV311"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Chaetomiaceae"	"g__Trichocladium"	"s__opacum"
">ASV312"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
">ASV313"	"k__Fungi"	"p__Chytridiomycota"	"c__Chytridiomycetes"	"o__Chytridiales"	"f__Chytridiaceae"	"g__Phlyctochytrium"	"s__planicorne"
">ASV314"	"k__Fungi"	"p__Chytridiomycota"	"c__Rhizophydiomycetes"	"o__Rhizophydiales"	"f__Rhizophydiales_fam_Incertae_sedis"	"g__Operculomyces"	"s__laminatus"
">ASV315"	"k__Fungi"	"p__Basidiomycota"	"c__Microbotryomycetes"	NA	NA	NA	NA
">ASV316"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__proliferatum"
">ASV317"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__gamsii"
">ASV318"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__exigua"
">ASV319"	"k__Fungi"	"p__Chytridiomycota"	"c__Spizellomycetes"	"o__Spizellomycetales"	"f__Spizellomycetaceae"	"g__Kochiomyces"	NA
">ASV320"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV321"	"k__Fungi"	"p__Basidiomycota"	"c__Microbotryomycetes"	"o__Leucosporidiales"	"f__Leucosporidiaceae"	"g__Leucosporidium"	"s__intermedium"
">ASV322"	"k__Fungi"	"p__Chytridiomycota"	NA	NA	NA	NA	NA
">ASV323"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__oxysporum"
">ASV324"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__solani"
">ASV325"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Cystofilobasidiales"	"f__Cystofilobasidiaceae"	"g__Cystofilobasidium"	"s__macerans"
">ASV326"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Cantharellales"	"f__Ceratobasidiaceae"	"g__Thanatephorus"	"s__cucumeris"
">ASV327"	"k__Fungi"	"p__Chytridiomycota"	"c__Rhizophydiomycetes"	"o__Rhizophydiales"	"f__Rhizophydiales_fam_Incertae_sedis"	"g__Operculomyces"	"s__laminatus"
">ASV328"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
">ASV329"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV330"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
">ASV331"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	NA
">ASV332"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__oxysporum"
">ASV333"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV334"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Capnodiales"	"f__Cladosporiaceae"	"g__Cladosporium"	"s__delicatulum"
">ASV335"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV336"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
">ASV337"	"k__Fungi"	"p__Rozellomycota"	NA	NA	NA	NA	NA
">ASV338"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV339"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV340"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Leptosphaeriaceae"	"g__Leptosphaeria"	"s__sclerotioides"
">ASV341"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	NA	NA	NA
">ASV342"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Capnodiales"	"f__Mycosphaerellaceae"	"g__Septoria"	"s__cretae"
">ASV343"	"k__Fungi"	"p__Chytridiomycota"	"c__Spizellomycetes"	"o__Spizellomycetales"	NA	NA	NA
">ASV344"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Geastrales"	"f__Sphaerobolaceae"	"g__Sphaerobolus"	"s__ingoldii"
">ASV345"	"k__Fungi"	"p__Chytridiomycota"	"c__Spizellomycetes"	"o__Spizellomycetales"	"f__Spizellomycetaceae"	"g__Spizellomyces"	"s__dolichospermus"
">ASV346"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Ascobolaceae"	NA	NA
">ASV347"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Hyaloscyphaceae"	"g__Lachnum"	NA
">ASV348"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	NA	NA
">ASV349"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Gibberella"	"s__baccata"
">ASV350"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Thyridariaceae"	"g__Roussoella"	NA
">ASV351"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
">ASV352"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
">ASV353"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Bolbitiaceae"	"g__Conocybe"	"s__apala"
">ASV354"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiales_fam_Incertae_sedis"	"g__Collembolispora"	NA
">ASV355"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Psathyrellaceae"	"g__Psathyrella"	NA
">ASV356"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Branch06"	NA	NA	NA
">ASV357"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV358"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Phaeosphaeriaceae"	"g__Setophoma"	"s__terrestris"
">ASV359"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Trichoderma"	"s__lixii"
">ASV360"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	NA
">ASV361"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
">ASV362"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreales_fam_Incertae_sedis"	"g__Sarocladium"	"s__bactrocephalum"
">ASV363"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Cystofilobasidiales"	"f__Cystofilobasidiaceae"	"g__Cystofilobasidium"	"s__macerans"
">ASV364"	"k__Fungi"	"p__Zoopagomycota"	NA	NA	NA	NA	NA
">ASV365"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	NA	NA	NA	NA
">ASV366"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	"g__Tetracladium"	NA
">ASV367"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Cystofilobasidiales"	"f__Cystofilobasidiaceae"	"g__Cystofilobasidium"	"s__macerans"
">ASV368"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV369"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
">ASV370"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__gamsii"
">ASV371"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV372"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV373"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Periconiaceae"	"g__Periconia"	"s__prolifica"
">ASV374"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Entolomataceae"	"g__Entoloma"	NA
">ASV375"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Didymellaceae"	"g__Epicoccum"	"s__nigrum"
">ASV376"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
">ASV377"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Lentitheciaceae"	"g__Darksidea"	"s__delta"
">ASV378"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV379"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Cantharellales"	"f__Ceratobasidiaceae"	"g__Ceratobasidium"	NA
">ASV380"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
">ASV381"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Psathyrellaceae"	NA	NA
">ASV382"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	NA	NA	NA
">ASV383"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Tricholomataceae"	"g__Calyptella"	"s__capula"
">ASV384"	"k__Fungi"	NA	NA	NA	NA	NA	NA
">ASV385"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
">ASV386"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Entolomataceae"	"g__Entoloma"	NA
">ASV387"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Pleosporaceae"	"g__Drechslera"	NA
">ASV388"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Cantharellales"	"f__Ceratobasidiaceae"	NA	NA
">ASV389"	"k__Fungi"	NA	NA	NA	NA	NA	NA
